"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%";"CV_services_CasB"
"130013";"-0,408812";"47,736791";"47°44'12.448N 0°24'31.723W";"49220";"La Jarriais";"";"49640";"MORANNES SUR SARTHE DAUMERAY";"08/03/2017";"En extérieur";"R_SO3852_1_1PUB.pdf";"Oui";"0,28";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"";"";"";"";"";"";"";"";"0,19";"0,19";"32,143";"0"
"130034";"1,391573";"47,524156";"47°31'26.962N 1°23'29.663E";"41031";"Rue de l'Angevinière";"";"41120";"CELLETTES";"08/03/2017";"En intérieur";"R_SO3851_1_1PUB.pdf";"Oui";"0,2";"Lieu d'habitation";"EXEM";"0,01";"0,03";"0,12";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,15";"";"0,14";"";"0,01";"";"0,03";"";"0,02";"";"";"";"0,336601";"0,208806";"-68,3";"0,816096"
"130133";"-0,594324";"47,513911";"47°30'50.080N 0°35'39.566W";"49015";"Allée François le Vaillant";"";"49240";"AVRILLE";"30/03/2017";"En intérieur";"R_SO3967_1_1PUB.pdf";"Oui";"0,47";"Lieu d'habitation";"EXEM";"0,01";"0,03";"0,05";"0,04";"0,05";"0,05";"0,16";"0,05";"0,51";"0,01";"";"0,02";"";"0,02";"";"0,01";"";"0,04";"";"0,02";"";"";"";"0,548908";"0,054772";"-16,789";"1,71683"
"130151";"-0,428166";"47,559681";"47°33'34.852N 0°25'41.398W";"49377";"Chemin de la Buchetière";"";"49140";"RIVES DU LOIR EN ANJOU";"31/03/2017";"En extérieur";"R_SO3875_1_1PUB.pdf";"Oui";"0,43";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130167";"1,330097";"47,591723";"47°35'30.203N 1°19'48.349E";"41018";"Rue du Bourg Neuf";"";"41000";"BLOIS";"05/04/2017";"En extérieur";"R_SO3879_1_1PUB.pdf";"Oui";"0,8";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130168";"2,378347";"47,082638";"47°4'57.497N 2°22'42.049E";"18033";"Rue de Vauvert";"";"18000";"BOURGES";"03/04/2017";"En intérieur";"R_SO3908_1_1PUB.pdf";"Oui";"5,23";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130176";"-0,485673";"47,545633";"47°32'44.279N 0°29'8.423W";"49377";"La Dionnière";"";"49140";"RIVES DU LOIR EN ANJOU";"31/03/2017";"En extérieur";"R_SO3912_1_1PUB.pdf";"Oui";"0,35";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130178";"-1,046351";"47,888428";"47°53'18.341N 1°2'46.864W";"53018";"Route de la Selle Craonnaise";"";"53350";"BALLOTS";"31/03/2017";"En extérieur";"R_SO3911_1_1PUB.pdf";"Oui";"0,11";"Divers";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130206";"0,791681";"47,497539";"47°29'51.140N 0°47'30.052E";"37153";"Route des Chesneaux";"";"37380";"MONNAIE";"06/04/2017";"En extérieur";"R_SO3880_1_1PUB.pdf";"Oui";"0,79";"Rue / Route / Parking";"EXEM";"0,01";"0,03";"0,07";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,24";"";"0,71";"";"0,1";"";"0,08";"";"0,02";"";"";"";"0,79925";"0,760658";"-1,171";"1,446846"
"130208";"0,776467";"47,474969";"47°28'29.888N 0°46'35.281E";"37153";"Aire Longue-vue";"";"37380";"MONNAIE";"06/04/2017";"En extérieur";"R_SO3880_1_2PUB.pdf";"Oui";"1,1";"Divers";"EXEM";"0,01";"0,03";"0,07";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,02";"";"1,18";"";"0,01";"";"0,35";"";"0,02";"";"";"";"1,255428";"1,231219";"-14,13";"1,982251"
"130217";"-0,594034";"47,513657";"47°30'49.165N 0°35'38.522W";"49015";"Allée François Le Vaillant";"";"49240";"AVRILLE";"31/03/2017";"En intérieur";"R_SO3966_1_1PUB.pdf";"Oui";"0,16";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"-6,25";"0"
"130224";"0,768678";"47,232173";"47°13'55.823N 0°46'7.241E";"37211";"Rue de la Saulaie";"";"37320";"SAINT BRANCHS";"05/04/2017";"En extérieur";"R_SO3951_1_1PUB.pdf";"Oui";"0,24";"Lieu d'habitation";"EXEM";"";"";"0,05";"";"";"";"";"";"";"";"";"";"";"0,2";"";"";"";"";"";"";"";"";"";"0,206155";"0,2";"14,102";"0,6"
"130227";"0,763164";"47,232362";"47°13'56.503N 0°45'47.390E";"37211";"Rue des Petites Vallées";"";"37320";"SAINT BRANCHS";"05/04/2017";"En extérieur";"R_SO3964_1_1PUB.pdf";"Oui";"0,2";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130237";"0,162156";"48,015664";"48°0'56.390N 0°9'43.762E";"72181";"Avenue Olivier Messiaen";"";"72000";"MANS";"07/04/2017";"En intérieur";"R_SO3906_1_3PUB.pdf";"Oui";"0,38";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,07";"0,08";"0,04";"0,05";"0,05";"0,16";"0,06";"0,14";"0,01";"";"0,15";"";"0,24";"";"0,05";"";"0,17";"";"0,15";"";"";"";"0,448219";"0,366197";"-17,952";"0,688234"
"130239";"0,162156";"48,016181";"48°0'58.252N 0°9'43.762E";"72181";"Avenue Olivier Messiaen";"";"72000";"MANS";"07/04/2017";"En intérieur";"R_SO3906_1_4PUB.pdf";"Oui";"0,48";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,07";"0,13";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,24";"";"0,26";"";"0,04";"";"0,23";"";"0,08";"";"";"";"0,51225";"0,431509";"-6,719";"0,785721"
"130242";"0,162134";"48,015399";"48°0'55.436N 0°9'43.682E";"72181";"Avenue Olivier Messiaen";"";"72000";"MANS";"07/04/2017";"En intérieur";"R_SO3906_1_1PUB.pdf";"Oui";"0,45";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,16";"0,05";"0,04";"0,05";"0,05";"0,16";"0,06";"0,14";"0,01";"";"0,4";"";"0,14";"";"0,07";"";"0,05";"";"0,03";"";"";"";"0,521153";"0,43359";"-15,812";"1,010165"
"130245";"0,162134";"48,016332";"48°0'58.795N 0°9'43.682E";"72181";"Avenue Olivier Messiaen";"";"72000";"MANS";"07/04/2017";"En intérieur";"R_SO3906_1_5PUB.pdf";"Oui";"0,48";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,11";"0,05";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,12";"";"0,26";"";"0,13";"";"0,13";"";"0,22";"";"";"";"0,483011";"0,405339";"-0,627";"0,703518"
"130246";"0,162156";"48,016461";"48°0'59.260N 0°9'43.762E";"72181";"Avenue Olivier Messiaen";"";"72000";"MANS";"07/04/2017";"En extérieur";"R_SO3906_1_6PUB.pdf";"Oui";"1,12";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,32";"0,21";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,17";"";"0,42";"";"0,24";"";"0,45";"";"0,71";"";"";"";"1,081896";"0,984683";"3,402";"0,955193"
"130248";"0,162134";"48,015937";"48°0'57.373N 0°9'43.682E";"72181";"Avenue Olivier Messiaen";"";"72000";"MANS";"07/04/2017";"En intérieur";"R_SO3906_1_2PUB.pdf";"Oui";"0,66";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,06";"0,06";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,74";"";"0,16";"";"0,04";"";"0,05";"";"0,06";"";"";"";"0,801623";"0,762234";"-21,458";"1,554084"
"130259";"1,991186";"46,953455";"46°57'12.438N 1°59'28.270E";"36088";"Rue des Noues Chaudes";"";"36100";"ISSOUDUN";"04/04/2017";"En intérieur";"R_SO3927_1_2PUB.pdf";"Oui";"0,11";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130260";"1,985307";"46,939605";"46°56'22.578N 1°59'7.105E";"36088";"Rue Flandres Dunkerque";"";"36100";"ISSOUDUN";"04/04/2017";"En intérieur";"R_SO3927_1_3PUB.pdf";"Oui";"0,5";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"0,07";"0,25";"";"";"";"";"";"";"";"";"0,25";"";"0,13";"";"0,22";"";"0,2";"";"";"";"";"";"0,484974";"0,409634";"3,005";"0,353553"
"130270";"1,990542";"46,952848";"46°57'10.253N 1°59'25.951E";"36088";"Rue des écoles";"";"36100";"ISSOUDUN";"04/04/2017";"En intérieur";"R_SO3927_1_1PUB.pdf";"Oui";"0,09";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130279";"1,98653";"46,939869";"46°56'23.528N 1°59'11.508E";"36088";"Rue de la Greletterie";"";"36100";"ISSOUDUN";"04/04/2017";"En extérieur";"R_SO3927_1_4PUB.pdf";"Oui";"1,08";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"0,1";"0,38";"";"";"";"";"";"";"";"";"0,26";"";"0,23";"";"0,21";"";"0,17";"";"";"";"";"";"0,58983";"0,439886";"45,386";"0,381248"
"130291";"-1,066124";"47,141081";"47°8'27.892N 1°3'58.046W";"49023";"2 La Saboulardière";"";"49450";"BEAUPREAU EN MAUGES";"30/03/2017";"En intérieur";"R_SO3910_1_1PUB.pdf";"Oui";"0,13";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130296";"-0,605053";"47,449081";"47°26'56.692N 0°36'18.191W";"49035";"Rue des Moulins";"";"49080";"BOUCHEMAINE";"20/04/2017";"En intérieur";"R_SO3987_1_2PUB.pdf";"Oui";"0,36";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"0,07";"";"";"";"";"";"";"";"";"";"0,27";"";"0,15";"";"";"";"0,12";"";"";"";"";"";"0,338674";"0,331361";"5,924";"0,482703"
"130298";"0,199556";"48,006391";"48°0'23.008N 0°11'58.402E";"72181";"Rue Claude Blondeau";"";"72000";"MANS";"06/04/2017";"En intérieur";"R_SO4035_1_1PUB.pdf";"Oui";"0,26";"Commerce (Centre commercial, …";"EXEM";"0,09";"";"";"";"0,08";"";"";"";"0,09";"";"";"";"";"0,19";"";"";"";"";"";"";"";"";"";"0,242281";"0,19";"6,815";"0,399382"
"130301";"-1,066715";"47,141147";"47°8'28.129N 1°4'0.174W";"49023";"1 La Saboulardière";"";"49450";"BEAUPREAU EN MAUGES";"30/03/2017";"En intérieur";"R_SO3910_1_2PUB.pdf";"Oui";"0,11";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130326";"-0,593294";"47,513672";"47°30'49.219N 0°35'35.858W";"49015";"Allée François Le Vaillant";"";"49240";"AVRILLE";"21/04/2017";"En intérieur";"R_SO3996_1_1PUB.pdf";"Oui";"0,57";"Lieu d'habitation";"EXEM";"0,35";"";"";"";"";"";"";"";"0,37";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,509313";"";"10,647";"0,027778"
"130329";"-0,604666";"47,448029";"47°26'52.904N 0°36'16.798W";"49035";"Place Saint Aubin";"";"49080";"BOUCHEMAINE";"21/04/2017";"En intérieur";"R_SO3987_1_1PUB.pdf";"Oui";"0,3";"Divers";"EXEM";"";"0,09";"";"";"";"";"";"";"";"";"";"0,16";"";"0,2";"";"";"";"0,08";"";"";"";"";"";"0,283019";"0,268328";"5,66";"0,374993"
"130372";"0,784729";"47,278989";"47°16'44.360N 0°47'5.024E";"37104";"Chemin de la Birotte";"";"37320";"ESVRES";"27/04/2017";"En extérieur";"R_SO4041_1_1PUB.pdf";"Oui";"0,33";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130436";"-0,556161";"47,472692";"47°28'21.691N 0°33'22.180W";"49007";"Rue Millet";"";"49100";"ANGERS";"26/04/2017";"En intérieur";"R_SO4073_1_1PUB.pdf";"Oui";"0,47";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,03";"0,04";"0,04";"0,05";"0,05";"0,16";"0,05";"0,59";"0,01";"";"0,02";"";"0,02";"";"0,01";"";"0,01";"";"0,02";"";"";"";"0,622013";"0,03873";"-32,343";"1,926201"
"130438";"-0,648901";"46,591104";"46°35'27.974N 0°38'56.044W";"85229";"Rue du Mesnil";"";"85120";"SAINT HILAIRE DE VOUST";"24/04/2017";"En intérieur";"R_SO4076_1_1PUB.pdf";"Oui";"0,25";"Divers";"EXEM";"0,01";"0,03";"0,05";"0,04";"0,05";"0,05";"0,16";"0,05";"0,37";"0,01";"";"0,02";"";"0,02";"";"0,01";"";"0,01";"";"0,02";"";"";"";"0,420238";"0,03873";"-68,095";"1,506775"
"130442";"-0,770384";"46,571555";"46°34'17.598N 0°46'13.382W";"85305";"Place du Corps de Garde";"";"85120";"VOUVANT";"25/04/2017";"En intérieur";"R_SO4075_1_1PUB.pdf";"Oui";"0,15";"Divers";"EXEM";"0,01";"0,03";"0,04";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,02";"";"0,02";"";"0,01";"";"0,01";"";"0,02";"";"";"";"0,241661";"0,03873";"-61,107";"1,005495"
"130443";"0,254295";"47,172226";"47°10'20.014N 0°15'15.462E";"37072";"Impasse Anatole France";"";"37500";"CHINON";"26/04/2017";"En intérieur";"R_SO4088_1_1PUB.pdf";"Oui";"0,4";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130446";"-0,603476";"47,477572";"47°28'39.259N 0°36'12.514W";"49007";"Rue Alexandre Fleming";"";"49000";"ANGERS";"26/04/2017";"En intérieur";"R_SO4073_1_2PUB.pdf";"Oui";"0,22";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,03";"0,04";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,1";"";"0,02";"";"0,02";"";"0,02";"";"0,02";"";"";"";"0,261916";"0,108167";"-19,053";"0,88403"
"130447";"-0,687954";"46,614184";"46°36'51.062N 0°41'16.634W";"85125";"Rue de la Gâtine";"";"85120";"LOGE FOUGEREUSE";"25/04/2017";"En intérieur";"R_SO4074_1_1PUB.pdf";"Oui";"0,52";"Lieu d'habitation";"EXEM";"0,3";"0,03";"0,05";"0,04";"0,05";"0,05";"0,16";"0,05";"0,29";"0,01";"";"0,02";"";"0,02";"";"0,01";"";"0,01";"";"0,02";"";"";"";"0,462277";"0,03873";"11,101";"1,265565"
"130555";"1,57053";"47,161343";"47°9'40.835N 1°34'13.908E";"36228";"Rue des Princes";"";"36600";"VALENCAY";"18/05/2017";"En intérieur";"R_SO4133_1_1PUB.pdf";"Oui";"0,13";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"46,154";"0"
"130586";"2,393582";"47,155572";"47°9'20.059N 2°23'36.895E";"18271";"Allée de la Marolle";"";"18110";"VASSELAY";"19/05/2017";"En intérieur";"R_SO4127_1_1PUB.pdf";"Oui";"0,41";"Lieu d'habitation";"EXEM";"0,01";"0,03";"0,4";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"0,01";"";"0,02";"";"0,02";"";"0,01";"";"0,01";"";"0,02";"";"";"";"0,465618";"0,03873";"-13,565";"1,457985"
"130613";"0,251892";"47,170176";"47°10'12.634N 0°15'6.811E";"37072";"Boulevard des Hucherolles";"";"37500";"CHINON";"30/05/2017";"En intérieur";"R_SO4123_1_1PUB.pdf";"Oui";"0,17";"Lieu d'habitation";"EXEM";"";"0,05";"";"";"";"";"";"";"";"";"";"0,05";"";"0,08";"";"";"";"";"";"";"";"";"";"0,106771";"0,09434";"37,194";"0,235702"
"130615";"0,254123";"47,172437";"47°10'20.773N 0°15'14.843E";"37072";"Impasse Anatole France";"";"37500";"CHINON";"30/05/2017";"En extérieur";"R_SO4131_1_1PUB.pdf";"Oui";"0,7";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130643";"3,132222";"46,981111";"46°58'52.000N 3°7'55.999E";"58194";"Rue du Bois d'Ardenet";"";"58000";"NEVERS";"01/06/2017";"En extérieur";"Rapport public 3A041722-RP.pdf";"Oui";"4,08";"Rue / Route / Parking";"AEXPERTISE";"0";"4,22";"";"";"";"";"";"0";"0";"";"";"0";"";"0,08";"";"0,38";"";"0,27";"";"0";"";"";"";"4,246422";"0,472969";"-4,079";"2,371363"
"130660";"2,023458";"47,891989";"47°53'31.160N 2°1'24.449E";"45089";"Rue du Maréchal Leclerc";"";"45430";"CHECY";"01/06/2017";"En intérieur";"R_SO4148_1_1PUB.pdf";"Oui";"0,22";"Locaux professionnels non accessibles au public";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130673";"1,603961";"46,976241";"46°58'34.468N 1°36'14.260E";"36093";"Route de Buzançais";"";"36110";"LEVROUX";"02/06/2017";"En extérieur";"R_SO4130_1_1PUB.pdf";"Oui";"0,47";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"0,18";"";"";"";"";"";"";"";"";"0,31";"";"0,19";"";"";"";"0,08";"";"0,2";"";"";"";"0,459347";"0,422611";"2,267";"0,380458"
"130681";"1,603832";"46,976746";"46°58'36.286N 1°36'13.795E";"36093";"Route de Buzançais";"";"36110";"LEVROUX";"02/06/2017";"En extérieur";"R_SO4130_1_2PUB.pdf";"Oui";"0,61";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"0,2";"";"";"";"";"";"";"";"";"0,42";"0,48";"0,23";"";"";"";"";"";"";"";"";"";"0,518941";"0,478853";"14,928";"0,343803"
"130685";"-1,060374";"46,940132";"46°56'24.475N 1°3'37.346W";"85097";"Le Caillon";"";"85130";"GAUBRETIERE";"06/06/2017";"En extérieur";"R_SO4248_1_1PUB.pdf";"Oui";"1,25";"Divers";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130689";"1,897995";"47,903642";"47°54'13.111N 1°53'52.782E";"45234";"Rue du Colombier";"";"45000";"ORLEANS";"01/06/2017";"En intérieur";"R_SO4183_1_1PUB.pdf";"Oui";"0,17";"Lieu d'habitation";"EXEM";"";"";"0,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"41,176";"0"
"130704";"0,542128";"47,246807";"47°14'48.505N 0°32'31.661E";"37205";"Place Calder";"";"37190";"SACHE";"07/06/2017";"En intérieur";"R_SO4216_1_1PUB.pdf";"Oui";"0,16";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,09";"";"43,75";"0"
"130710";"0,63401";"47,272292";"47°16'20.251N 0°38'2.436E";"37159";"Rue André Messager";"";"37260";"MONTS";"07/06/2017";"En extérieur";"R_SO4151_1_5PUB.pdf";"Oui";"0,2";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130711";"0,634654";"47,273027";"47°16'22.897N 0°38'4.754E";"37159";"Rue Georges Bizet";"";"37260";"MONTS";"07/06/2017";"En extérieur";"R_SO4151_1_4PUB.pdf";"Oui";"0,72";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130712";"0,623131";"47,277242";"47°16'38.071N 0°37'23.272E";"37159";"Rue Georges Bernard";"";"37260";"MONTS";"07/06/2017";"En extérieur";"R_SO4151_1_1PUB.pdf";"Oui";"0,18";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130713";"0,637507";"47,276718";"47°16'36.185N 0°38'15.025E";"37159";"Rue Servolet";"";"37260";"MONTS";"07/06/2017";"En extérieur";"R_SO4151_1_2PUB.pdf";"Oui";"0,15";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130714";"0,63652";"47,272954";"47°16'22.634N 0°38'11.472E";"37159";"Rue Georges Bizet";"";"37260";"MONTS";"07/06/2017";"En extérieur";"R_SO4151_1_3PUB.pdf";"Oui";"0,42";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130715";"0,627444";"47,274279";"47°16'27.404N 0°37'38.798E";"37159";"Rue du Puy";"";"37260";"MONTS";"08/06/2017";"En extérieur";"R_SO4151_1_11PUB.pdf";"Oui";"0,11";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130717";"0,625298";"47,271746";"47°16'18.286N 0°37'31.073E";"37159";"Rue du Clot";"";"37260";"MONTS";"08/06/2017";"En extérieur";"R_SO4151_1_10PUB.pdf";"Oui";"0,14";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130719";"0,632057";"47,274796";"47°16'29.266N 0°37'55.405E";"37159";"Allée du Coteau";"";"37260";"MONTS";"08/06/2017";"En extérieur";"R_SO4151_1_15PUB.pdf";"Oui";"0,78";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130721";"0,62959";"47,27457";"47°16'28.452N 0°37'46.524E";"37159";"Rue du Puy";"";"37260";"MONTS";"08/06/2017";"En extérieur";"R_SO4151_1_13PUB.pdf";"Oui";"0,12";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130723";"0,631349";"47,273915";"47°16'26.094N 0°37'52.856E";"37159";"Rue du Puy";"";"37260";"MONTS";"08/06/2017";"En extérieur";"R_SO4151_1_14PUB.pdf";"Oui";"0,13";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130724";"0,635877";"47,271702";"47°16'18.127N 0°38'9.157E";"37159";"Rue Emmanuel Chabrier";"";"37260";"MONTS";"07/06/2017";"En extérieur";"R_SO4151_1_6PUB.pdf";"Oui";"0,22";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130728";"0,632272";"47,273406";"47°16'24.262N 0°37'56.179E";"37159";"Rue Georges Bizet";"";"37260";"MONTS";"08/06/2017";"En extérieur";"R_SO4151_1_9PUB.pdf";"Oui";"0,29";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130729";"0,631671";"47,274425";"47°16'27.930N 0°37'54.016E";"37159";"Allée du Coteau";"";"37260";"MONTS";"08/06/2017";"En extérieur";"R_SO4151_1_16PUB.pdf";"Oui";"0,25";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130730";"0,633001";"47,272678";"47°16'21.641N 0°37'58.804E";"37159";"Rue Camille Saint-Saëns";"";"37260";"MONTS";"07/06/2017";"En extérieur";"R_SO4151_1_8PUB.pdf";"Oui";"0,19";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130737";"0,628817";"47,2746";"47°16'28.560N 0°37'43.741E";"37159";"Rue du Puy";"";"37260";"MONTS";"08/06/2017";"En extérieur";"R_SO4151_1_12PUB.pdf";"Oui";"0,25";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130738";"0,634053";"47,27144";"47°16'17.184N 0°38'2.591E";"37159";"Rue Emmanuel Chabrier";"";"37260";"MONTS";"07/06/2017";"En extérieur";"R_SO4151_1_7PUB.pdf";"Oui";"0,18";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130739";"0,524533";"46,942169";"46°56'31.808N 0°31'28.319E";"86280";"Les Pièces de la Croix Rouge";"";"86230";"VELLECHES";"08/06/2017";"En intérieur";"R_SO4208_1_1PUB.pdf";"Oui";"0,15";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"130740";"0,963106";"46,83158";"46°49'53.688N 0°57'47.182E";"37028";"Rue de la Gare";"";"37290";"BOSSAY SUR CLAISE";"09/06/2017";"En intérieur";"R_SO4217_1_1PUB.pdf";"Oui";"0,17";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,08";"";"0,07";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,133041";"";"21,74";"0,061488"
